ML#,Style,Development,Sold_Price,Baths Half,Bath,Bedrooms,Appearance,Unit on Floor #,Days On Market,Contract Date,Listing Price,Town
1349,Other,Windswept,267500,1,0,1,Excellent,1,46,1/20/2023,257500,Middletown
1350,Mid Rise,Windswept,325000,1,0,1,Diamond,1,5,4/28/2023,279000,Middletown
1351,Townhouse,Windswept,254000,1,1,1,Mint,1,26,5/28/2020,249900,Middletown
1352,Condo,Windswept,159000,1,0,1,Excellent,1,19,01/08/2020,165000,Middletown
1353,Condo,Windswept,270000,1,1,1,Excellent,1,16,03/04/2020,264990,Middletown
1354,Condo,Windswept,245000,1,0,1,,1,43,01/08/2020,229900,Middletown
1355,Condo,Windswept,189000,1,0,1,,1,39,02/07/2020,189000,Middletown
1336,Other,Windswept,290000,1,0,1,Diamond,2,15,01/03/2022,249999,Middletown
1341,Other,Windswept,255000,1,0,1,Good,2,43,06/01/2022,255000,Middletown
1347,Other,Windswept,275000,1,0,1,,2,25,10/10/2022,270000,Middletown
1334,Townhouse,Windswept,335000,1,1,1,Mint,2,54,11/09/2021,349900,Middletown
502,Other,Wolfville,350000,2,0,2,Mint++,1,232,5/11/2020,349990,Middletown
503,Other,Wolfville,346000,2,0,2,munt ++,1,71,06/04/2020,345000,Middletown
504,Other,Wolfville,318000,2,0,2,New,1,62,7/10/2020,329000,Middletown
507,Other,Wolfville,365000,2,0,2,Diamond,1,15,11/23/2020,375000,Middletown
510,Townhouse,Wolfville,395000,2,0,2,Diamond,1,40,4/19/2021,374999,Middletown
513,Other,Wolfville,388000,2,0,2,Mint,1,25,6/18/2021,395000,Middletown
514,Townhouse,Wolfville,385000,2,0,2,Mint,1,65,11/20/2021,399000,Middletown
515,Townhouse,Wolfville,426000,3,0,3,Mint,1,16,02/07/2022,378400,Middletown
518,Townhouse,Wolfville,420000,2,0,2,,1,15,05/02/2022,399000,Middletown
520,Other,Wolfville,426000,2,0,2,Diamond,1,13,06/01/2022,439000,Middletown
523,Garden Apartment,Wolfville,410000,2,0,2,Excellent,1,181,09/08/2022,374999,Middletown
527,Garden Apartment,Wolfville,435000,2,0,2,Excellent,1,26,3/10/2023,415000,Middletown
530,Condo,Wolfville,358000,2,0,2,,1,26,2/20/2020,359000,Middletown
505,Townhouse,Wolfville,330000,2,0,2,excellent,2,61,7/24/2020,330000,Middletown
506,Other,Wolfville,340000,2,0,2,Mint +,2,54,9/26/2020,349000,Middletown
508,Other,Wolfville,360000,2,0,2,,2,16,01/09/2021,349990,Middletown
509,Other,Wolfville,369990,2,0,2,Diamond+++,2,32,2/27/2021,359990,Middletown
511,Other,Wolfville,385000,2,0,2,Diamond,2,16,5/10/2021,359900,Middletown
512,Townhouse,Wolfville,375000,2,0,2,Diamond,2,16,5/12/2021,370000,Middletown
516,Townhouse,Wolfville,401000,2,0,2,Excellent,2,43,03/08/2022,387000,Middletown
517,Other,Wolfville,420000,2,0,2,Diamond,2,71,3/29/2022,399000,Middletown
519,Other,Wolfville,430000,2,0,2,Mint+,2,8,5/16/2022,395000,Middletown
521,Garden Apartment,Wolfville,429000,2,0,2,Excellent,2,98,07/08/2022,429000,Middletown
522,Townhouse,Wolfville,365000,2,0,2,Excellent,2,98,08/03/2022,369000,Middletown
524,Other,Wolfville,387000,2,0,2,Mint,2,27,9/14/2022,383999,Middletown
525,Other,Wolfville,380000,2,0,2,,2,42,12/14/2022,374999,Middletown
526,Other,Wolfville,415000,2,0,2,Mint,2,18,2/20/2023,415000,Middletown
528,Other,Wolfville,410000,2,0,2,Mint,2,29,3/30/2023,414999,Middletown
529,Townhouse,Wolfville,439000,2,0,2,Mint,2,8,6/22/2023,409000,Middletown
1228,Other,Yellowstone,399000,3,0,3,Mint+,1,17,7/22/2020,399000,Affected
1229,Other,Yellowstone,354000,2,0,2,Diamond,1,24,10/22/2020,349000,Affected
1230,Townhouse,Yellowstone,501000,3,0,3,Excellent,1,11,03/05/2021,459500,Affected
1231,Townhouse,Yellowstone,429000,2,0,2,Excellent,1,25,5/20/2021,399990,Affected
1232,Townhouse,Yellowstone,545000,3,0,3,Diamond,1,86,5/28/2021,549990,Affected
1237,Townhouse,Yellowstone,480000,3,0,3,,1,8,11/04/2021,489000,Affected
1238,Townhouse,Yellowstone,393000,2,0,2,,1,16,1/11/2022,389000,Affected
1239,Townhouse,Yellowstone,459000,2,1,2,Excellent,1,6,3/12/2022,459000,Affected
1240,Other,Yellowstone,405000,2,0,2,Excellent,1,7,04/04/2022,399000,Affected
1241,Townhouse,Yellowstone,495000,3,0,3,Mint +,1,88,06/04/2022,520000,Affected
1242,Townhouse,Yellowstone,495000,2,0,2,Excellent,1,44,03/06/2023,495000,Affected
1243,Other,Yellowstone,410000,2,0,2,Mint,1,49,3/17/2023,409990,Affected
1245,Other,Yellowstone,369000,2,0,2,,1,21,4/20/2020,379990,Affected
1233,Townhouse,Yellowstone,430000,3,0,3,Diamond,2,27,6/11/2021,459999,Affected
1234,Other,Yellowstone,362500,2,0,2,,2,38,6/11/2021,369000,Affected
1235,Other,Yellowstone,385000,2,0,2,Mint ++++,2,47,8/11/2021,379000,Affected
1236,Other,Yellowstone,355000,2,0,2,Excellent,2,38,8/17/2021,365000,Affected
1244,Other,Yellowstone,295500,2,0,2,,2,57,04/05/2020,299900,Affected
